Author,OA_ID,unique_affiliation_count,all_china,some_china,some_usa,all_usa,all_countries,affiliation_display_name_2026,affiliation_id_2026,affiliation_country_2026,affiliation_display_name_2025,affiliation_id_2025,affiliation_country_2025,affiliation_display_name_2024,affiliation_id_2024,affiliation_country_2024,affiliation_display_name_2023,affiliation_id_2023,affiliation_country_2023,affiliation_display_name_2022,affiliation_id_2022,affiliation_country_2022,affiliation_display_name_2021,affiliation_id_2021,affiliation_country_2021,affiliation_display_name_2020,affiliation_id_2020,affiliation_country_2020,affiliation_display_name_2019,affiliation_id_2019,affiliation_country_2019,affiliation_display_name_2018,affiliation_id_2018,affiliation_country_2018,affiliation_display_name_2017,affiliation_id_2017,affiliation_country_2017,affiliation_display_name_2016,affiliation_id_2016,affiliation_country_2016,affiliation_display_name_2015,affiliation_id_2015,affiliation_country_2015,affiliation_display_name_2014,affiliation_id_2014,affiliation_country_2014,affiliation_display_name_2013,affiliation_id_2013,affiliation_country_2013,affiliation_display_name_2012,affiliation_id_2012,affiliation_country_2012,affiliation_display_name_2011,affiliation_id_2011,affiliation_country_2011,affiliation_display_name_2010,affiliation_id_2010,affiliation_country_2010,affiliation_display_name_2009,affiliation_id_2009,affiliation_country_2009,affiliation_display_name_2008,affiliation_id_2008,affiliation_country_2008,affiliation_display_name_2007,affiliation_id_2007,affiliation_country_2007,affiliation_display_name_2006,affiliation_id_2006,affiliation_country_2006,affiliation_display_name_2005,affiliation_id_2005,affiliation_country_2005,affiliation_display_name_2004,affiliation_id_2004,affiliation_country_2004,affiliation_display_name_2003,affiliation_id_2003,affiliation_country_2003,affiliation_display_name_2002,affiliation_id_2002,affiliation_country_2002,affiliation_display_name_2001,affiliation_id_2001,affiliation_country_2001,affiliation_display_name_2000,affiliation_id_2000,affiliation_country_2000,affiliation_display_name_1999,affiliation_id_1999,affiliation_country_1999,affiliation_display_name_1998,affiliation_id_1998,affiliation_country_1998,affiliation_display_name_1997,affiliation_id_1997,affiliation_country_1997,affiliation_display_name_1996,affiliation_id_1996,affiliation_country_1996,affiliation_display_name_1995,affiliation_id_1995,affiliation_country_1995,affiliation_display_name_1994,affiliation_id_1994,affiliation_country_1994,affiliation_display_name_1993,affiliation_id_1993,affiliation_country_1993,affiliation_display_name_1992,affiliation_id_1992,affiliation_country_1992,affiliation_display_name_1991,affiliation_id_1991,affiliation_country_1991,affiliation_display_name_1990,affiliation_id_1990,affiliation_country_1990,affiliation_display_name_1989,affiliation_id_1989,affiliation_country_1989,affiliation_display_name_1988,affiliation_id_1988,affiliation_country_1988,affiliation_display_name_1987,affiliation_id_1987,affiliation_country_1987,affiliation_display_name_1986,affiliation_id_1986,affiliation_country_1986,affiliation_display_name_1985,affiliation_id_1985,affiliation_country_1985,affiliation_display_name_1984,affiliation_id_1984,affiliation_country_1984,affiliation_display_name_1983,affiliation_id_1983,affiliation_country_1983,affiliation_display_name_1982,affiliation_id_1982,affiliation_country_1982,affiliation_display_name_1981,affiliation_id_1981,affiliation_country_1981,affiliation_display_name_1980,affiliation_id_1980,affiliation_country_1980,affiliation_display_name_1979,affiliation_id_1979,affiliation_country_1979,affiliation_display_name_1978,affiliation_id_1978,affiliation_country_1978,affiliation_display_name_1977,affiliation_id_1977,affiliation_country_1977,affiliation_display_name_1976,affiliation_id_1976,affiliation_country_1976,affiliation_display_name_1975,affiliation_id_1975,affiliation_country_1975,affiliation_display_name_1974,affiliation_id_1974,affiliation_country_1974,affiliation_display_name_1973,affiliation_id_1973,affiliation_country_1973,affiliation_display_name_1972,affiliation_id_1972,affiliation_country_1972,affiliation_display_name_1971,affiliation_id_1971,affiliation_country_1971,affiliation_display_name_1970,affiliation_id_1970,affiliation_country_1970,affiliation_display_name_1969,affiliation_id_1969,affiliation_country_1969,affiliation_display_name_1968,affiliation_id_1968,affiliation_country_1968,affiliation_display_name_1967,affiliation_id_1967,affiliation_country_1967,affiliation_display_name_1966,affiliation_id_1966,affiliation_country_1966,affiliation_display_name_1965,affiliation_id_1965,affiliation_country_1965,affiliation_display_name_1964,affiliation_id_1964,affiliation_country_1964,affiliation_display_name_1963,affiliation_id_1963,affiliation_country_1963,affiliation_display_name_1962,affiliation_id_1962,affiliation_country_1962,affiliation_display_name_1961,affiliation_id_1961,affiliation_country_1961,affiliation_display_name_1960,affiliation_id_1960,affiliation_country_1960,affiliation_display_name_1959,affiliation_id_1959,affiliation_country_1959,affiliation_display_name_1957,affiliation_id_1957,affiliation_country_1957,affiliation_display_name_1955,affiliation_id_1955,affiliation_country_1955,affiliation_display_name_1954,affiliation_id_1954,affiliation_country_1954,affiliation_display_name_1937,affiliation_id_1937,affiliation_country_1937,affiliation_display_name_1936,affiliation_id_1936,affiliation_country_1936,affiliation_display_name_1934,affiliation_id_1934,affiliation_country_1934,affiliation_display_name_1923,affiliation_id_1923,affiliation_country_1923,affiliation_display_name_1922,affiliation_id_1922,affiliation_country_1922,affiliation_display_name_1921,affiliation_id_1921,affiliation_country_1921,affiliation_display_name_1918,affiliation_id_1918,affiliation_country_1918,affiliation_display_name_1900,affiliation_id_1900,affiliation_country_1900,affiliation_display_name_1833,affiliation_id_1833,affiliation_country_1833,affiliation_display_name_1815,affiliation_id_1815,affiliation_country_1815,affiliation_display_name_1542,affiliation_id_1542,affiliation_country_1542
Anubha Srivastava,A5122385483,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anuj Gosalia,A5114628469,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anushree Agrawal,A5122387124,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arti Dhar,A5016868651,11,False,False,True,False,Canada; France; India; Puerto Rico; United States,,,,"Birla Institute of Technology and Science, Pilani",https://openalex.org/I74796645,India,Birla Institute of Technology and Science - Hyderabad Campus,https://openalex.org/I4210101034,India,"Birla Institute of Technology and Science, Pilani",https://openalex.org/I74796645,India,Birla Institute of Technology and Science - Hyderabad Campus,https://openalex.org/I4210101034,India,Central University of Jammu,https://openalex.org/I4210142231,India,Birla Institute of Technology and Science - Hyderabad Campus,https://openalex.org/I4210101034,India,Birla Institute of Technology and Science - Hyderabad Campus,https://openalex.org/I4210101034,India,Birla Institute of Technology and Science - Hyderabad Campus,https://openalex.org/I4210101034,India,Birla Institute of Technology and Science - Hyderabad Campus,https://openalex.org/I4210101034,India,Birla Institute of Technology and Science - Hyderabad Campus,https://openalex.org/I4210101034,India,"Birla Institute of Technology and Science, Pilani",https://openalex.org/I74796645,India,University of Saskatchewan,https://openalex.org/I32625721,Canada,University of Saskatchewan,https://openalex.org/I32625721,Canada,,,,University of Saskatchewan,https://openalex.org/I32625721,Canada,University of Saskatchewan,https://openalex.org/I32625721,Canada,University of Saskatchewan,https://openalex.org/I32625721,Canada,University of Saskatchewan,https://openalex.org/I32625721,Canada,National Institute of Pharmaceutical Education and Research,https://openalex.org/I4210152674,India,National Institute of Pharmaceutical Education and Research,https://openalex.org/I4210146715,India,,,,University of Missouri–Kansas City,https://openalex.org/I75421653,United States,University of Missouri–Kansas City,https://openalex.org/I75421653,United States,University of Missouri,https://openalex.org/I76835614,United States,,,,,,,,,,,,,,,,,,,,,,University of Missouri,https://openalex.org/I76835614,United States,,,,,,,University of Missouri,https://openalex.org/I76835614,United States,,,,,,,University of Puerto Rico System,https://openalex.org/I200399037,Puerto Rico,,,,Laboratoire de Recherche en Sciences Végétales,https://openalex.org/I4210140000,France,,,,,,,,,,Gujarat University,https://openalex.org/I114173286,India,,,,Gujarat University,https://openalex.org/I114173286,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arun K. Nayak,A5113207082,8,False,False,True,False,India; The Netherlands; United States,,,,Delhi Technological University,https://openalex.org/I863896202,India,Malaviya National Institute of Technology Jaipur,https://openalex.org/I83205935,India,Bhabha Atomic Research Center Hospital,https://openalex.org/I4210091849,India,Malaviya National Institute of Technology Jaipur,https://openalex.org/I83205935,India,Malaviya National Institute of Technology Jaipur,https://openalex.org/I83205935,India,Malaviya National Institute of Technology Jaipur,https://openalex.org/I83205935,India,Bhabha Atomic Research Center Hospital,https://openalex.org/I4210091849,India,Institute of Technology Management,https://openalex.org/I4210145362,India,Bhabha Atomic Research Center Hospital,https://openalex.org/I4210091849,India,Homi Bhabha National Institute,https://openalex.org/I200207707,India,Malaviya National Institute of Technology Jaipur,https://openalex.org/I83205935,India,Homi Bhabha National Institute,https://openalex.org/I200207707,India,Bhabha Atomic Research Centre,https://openalex.org/I1329621470,India,Bhabha Atomic Research Centre,https://openalex.org/I1329621470,India,Bhabha Atomic Research Centre,https://openalex.org/I1329621470,India,Bhabha Atomic Research Centre,https://openalex.org/I1329621470,India,Bhabha Atomic Research Centre,https://openalex.org/I1329621470,India,Bhabha Atomic Research Centre,https://openalex.org/I1329621470,India,Bhabha Atomic Research Centre,https://openalex.org/I1329621470,India,Delft University of Technology,https://openalex.org/I98358874,The Netherlands,Delft University of Technology,https://openalex.org/I98358874,The Netherlands,Bhabha Atomic Research Centre,https://openalex.org/I1329621470,India,Bhabha Atomic Research Centre,https://openalex.org/I1329621470,India,Bhabha Atomic Research Centre,https://openalex.org/I1329621470,India,Bhabha Atomic Research Centre,https://openalex.org/I1329621470,India,Bhabha Atomic Research Centre,https://openalex.org/I1329621470,India,,,,Bhabha Atomic Research Centre,https://openalex.org/I1329621470,India,,,,,,,Bhabha Atomic Research Centre,https://openalex.org/I1329621470,India,,,,,,,,,,,,,,,,,,,Lockheed Martin (United States),https://openalex.org/I1287521167,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arun Vijayvergiya,A5122309150,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashley Pantuliano,A5114628470,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashley Tyra,A5122326083,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashvin Nair,A5021472921,2,False,False,True,True,United States,,,,John Brown University,https://openalex.org/I175594653,United States,,,,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aurojit Panda,A5073895064,3,False,False,True,True,United States,New York University,https://openalex.org/I57206974,United States,New York University,https://openalex.org/I57206974,United States,New York University,https://openalex.org/I57206974,United States,New York University,https://openalex.org/I57206974,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,New York University,https://openalex.org/I57206974,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,New York University,https://openalex.org/I57206974,United States,New York University,https://openalex.org/I57206974,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,,,,,,,,,,Brown University,https://openalex.org/I27804330,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avi Nayak,A5122397737,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avital Oliver,A5072920795,2,False,False,True,False,United Kingdom; United States,,,,,,,,,,,,,,,,,,,,,,OpenAI (United States),https://openalex.org/I4210161460,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heriot-Watt University,https://openalex.org/I32062511,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B. Quinn,A5107843815,6,False,False,True,False,Brazil; France; United States,,,,,,,,,,,,,,,,University of Mississippi,https://openalex.org/I368840534,United States,,,,,,,University of Mississippi,https://openalex.org/I368840534,United States,,,,Universidade Federal do ABC,https://openalex.org/I71715416,Brazil,Centro Brasileiro de Pesquisas Físicas,https://openalex.org/I4210125245,Brazil,University of Mississippi,https://openalex.org/I368840534,United States,Centro Brasileiro de Pesquisas Físicas,https://openalex.org/I4210125245,Brazil,University of Mississippi,https://openalex.org/I368840534,United States,Universidade Estadual Paulista (Unesp),https://openalex.org/I879563668,Brazil,University of Mississippi,https://openalex.org/I368840534,United States,University of Mississippi,https://openalex.org/I368840534,United States,Laboratoire de Physique Nucléaire et de Hautes Énergies,https://openalex.org/I4210105151,France,University of Mississippi,https://openalex.org/I368840534,United States,University of Mississippi,https://openalex.org/I368840534,United States,University of Mississippi,https://openalex.org/I368840534,United States,University of Mississippi,https://openalex.org/I368840534,United States,,,,,,,University of Mississippi,https://openalex.org/I368840534,United States,University of Chicago,https://openalex.org/I40347166,United States,University of Mississippi,https://openalex.org/I368840534,United States,University of Mississippi,https://openalex.org/I368840534,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barret Zoph,A5026064427,4,False,False,True,False,Germany; Saudi Arabia; United States,,,,,,,,,,,,,Saudi Heart Association,https://openalex.org/I4210103399,Saudi Arabia,Brain (Germany),https://openalex.org/I4210113520,Germany,Brain (Germany),https://openalex.org/I4210113520,Germany,Brain (Germany),https://openalex.org/I4210113520,Germany,Google (United States),https://openalex.org/I1291425158,United States,Google (United States),https://openalex.org/I1291425158,United States,Southern States University,https://openalex.org/I903300897,United States,Southern States University,https://openalex.org/I903300897,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Behrooz Ghorbani,A5051865121,2,False,False,True,True,United States,,,,,,,,,,Carnegie Mellon University,https://openalex.org/I74973139,United States,,,,Stanford University,https://openalex.org/I97018004,United States,Stanford University,https://openalex.org/I97018004,United States,Stanford University,https://openalex.org/I97018004,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben Eggers,A5122321798,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben Leimberger,A5114628471,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben Rossen,A5114628472,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben Sokolowsky,A5114628473,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben Wang,A5115595469,9,False,True,True,False,Australia; China; United States,Macquarie University,https://openalex.org/I99043593,Australia,Shandong First Medical University,https://openalex.org/I4210163399,China,Nanjing Medical University,https://openalex.org/I83519826,China,Peking University Third Hospital,https://openalex.org/I4210141942,China,State Key Laboratory of Food Science and Technology,https://openalex.org/I4210152154,China,,,,,,,,,,First Affiliated Hospital of Nanchang University,https://openalex.org/I4210164024,China,,,,,,,,,,Manufacturing Institute,https://openalex.org/I4210104624,United States,,,,,,,Beijing University of Posts and Telecommunications,https://openalex.org/I139759216,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South China University of Technology,https://openalex.org/I90610280,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benjamin N. Hoover,A5110973598,2,False,False,True,True,United States,,,,Columbia University,https://openalex.org/I78577930,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saint Louis University,https://openalex.org/I47838141,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benjamin Sokolowsky,A5115637749,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benjamin Zweig,A5114628474,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bessie Ji,A5122391934,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beth Hoover,A5122322397,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bill Chen,A5122331807,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blair Chen,A5122332942,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blake Samic,A5114628476,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
