Author,OA_ID,unique_affiliation_count,affiliation-2026,ID-2026,affiliation-2025,ID-2025,affiliation-2024,ID-2024,affiliation-2023,ID-2023,affiliation-2022,ID-2022,affiliation-2021,ID-2021,affiliation-2020,ID-2020,affiliation-2019,ID-2019,affiliation-2018,ID-2018,affiliation-2017,ID-2017,affiliation-2016,ID-2016,affiliation-2015,ID-2015,affiliation-2014,ID-2014,affiliation-2013,ID-2013,affiliation-2012,ID-2012,affiliation-2011,ID-2011,affiliation-2010,ID-2010,affiliation-2009,ID-2009,affiliation-2008,ID-2008,affiliation-2007,ID-2007,affiliation-2006,ID-2006,affiliation-2005,ID-2005,affiliation-2004,ID-2004,affiliation-2003,ID-2003,affiliation-2002,ID-2002,affiliation-2001,ID-2001,affiliation-2000,ID-2000,affiliation-1999,ID-1999,affiliation-1998,ID-1998,affiliation-1997,ID-1997,affiliation-1996,ID-1996,affiliation-1995,ID-1995,affiliation-1994,ID-1994,affiliation-1993,ID-1993,affiliation-1992,ID-1992,affiliation-1991,ID-1991,affiliation-1989,ID-1989,affiliation-1988,ID-1988,affiliation-1987,ID-1987,affiliation-1986,ID-1986,affiliation-1985,ID-1985
Wentao Zhang,A5008772211,17,Xuzhou Central Hospital,https://openalex.org/I4210132906,Beihang University,https://openalex.org/I82880672,Southeast University,https://openalex.org/I76569877,Shanghai Maritime University,https://openalex.org/I96733725,Software (Spain),https://openalex.org/I97750245,Zhejiang University,https://openalex.org/I76130692,"China University of Petroleum, East China",https://openalex.org/I4210162190,Beijing Institute of Big Data Research,https://openalex.org/I4210096250,Guilin University of Electronic Technology,https://openalex.org/I5343935,Peking Union Medical College Hospital,https://openalex.org/I2801228662,,,Institute of Information Engineering,https://openalex.org/I4210156404,Beijing Polytechnic,https://openalex.org/I4210152042,University of Otago,https://openalex.org/I80281795,Peking Union Medical College Hospital,https://openalex.org/I2801228662,State Key Laboratory of Nuclear Physics and Technology,https://openalex.org/I4391767693,,,Soochow University,https://openalex.org/I3923682,,,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,,,,,,,,,,,Peking University,https://openalex.org/I20231570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yao Zhao,A5009318707,8,,,Chongqing Jiaotong University,https://openalex.org/I63371133,Nanjing University of Aeronautics and Astronautics,https://openalex.org/I9842412,Nanjing University of Aeronautics and Astronautics,https://openalex.org/I9842412,Nanjing University of Aeronautics and Astronautics,https://openalex.org/I9842412,Nanjing University of Aeronautics and Astronautics,https://openalex.org/I9842412,Nanjing University of Aeronautics and Astronautics,https://openalex.org/I9842412,Shanghai Ocean University,https://openalex.org/I44675526,Changchun Institute of Technology,https://openalex.org/I4210143016,,,,,,,Beijing Jiaotong University,https://openalex.org/I21193070,Nanjing University of Aeronautics and Astronautics,https://openalex.org/I9842412,Centre de Recherche en Acquisition et Traitement de l'Image pour la Santé,https://openalex.org/I4210138704,Dalian University of Technology,https://openalex.org/I27357992,University of Hong Kong,https://openalex.org/I889458895,University of Hong Kong,https://openalex.org/I889458895,University of Hong Kong,https://openalex.org/I889458895,Beijing Jiaotong University,https://openalex.org/I21193070,Beijing Jiaotong University,https://openalex.org/I21193070,,,,,,,Beijing Jiaotong University,https://openalex.org/I21193070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aixin Liu,A5015078816,10,Shanghai Traditional Chinese Medicine Hospital,https://openalex.org/I4210135988,Lu'an First People's Hospital,https://openalex.org/I4210167213,Anhui University of Traditional Chinese Medicine,https://openalex.org/I253932293,Mississippi State University,https://openalex.org/I99041443,Shandong Agricultural University,https://openalex.org/I74485261,Shandong Normal University,https://openalex.org/I28006308,Shandong Agricultural University,https://openalex.org/I74485261,Shandong Agricultural University,https://openalex.org/I74485261,Mississippi State University,https://openalex.org/I99041443,Shandong Agricultural University,https://openalex.org/I74485261,Ontario Institute for Cancer Research,https://openalex.org/I112260969,Shandong Agricultural University,https://openalex.org/I74485261,Shandong Agricultural University,https://openalex.org/I74485261,Shandong Agricultural University,https://openalex.org/I74485261,,,Mississippi State University,https://openalex.org/I99041443,Guangxi University,https://openalex.org/I150807315,Shandong Agricultural University,https://openalex.org/I74485261,,,Xiamen University,https://openalex.org/I191208505,Shandong Agricultural University,https://openalex.org/I74485261,Guangxi Normal University,https://openalex.org/I29739308,,,,,,,,,,,,,,,Shandong Agricultural University,https://openalex.org/I74485261,,,,,,,,,,,,,,,,,,,,,,
Zhangli Sha,A5020140830,1,,,,,,,Xi'an Jiaotong University,https://openalex.org/I87445476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yiliang Xiong,A5028899653,1,,,,,,,,,Beijing University of Chinese Medicine,https://openalex.org/I17747738,,,Beijing University of Chinese Medicine,https://openalex.org/I17747738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruiqi Ge,A5029083198,4,,,Northeastern University,https://openalex.org/I9224756,Northeastern University,https://openalex.org/I9224756,Wuhan Institute of Technology,https://openalex.org/I91125648,Suan Sunandha Rajabhat University,https://openalex.org/I4210105946,Guangxi University,https://openalex.org/I150807315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shangyan Zhou,A5035849215,3,Nano Carbon (Poland),https://openalex.org/I4210167079,Guizhou University,https://openalex.org/I178232147,,,,,,,,,,,,,,,,,Beijing Shijitan Hospital,https://openalex.org/I4210154593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shunfeng Zhou,A5045996355,2,,,,,,,,,,,,,,,,,,,Shanghai Tenth People's Hospital,https://openalex.org/I4210132741,First Affiliated Hospital of Soochow University,https://openalex.org/I4210153519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanhuang Chen,A5046105992,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wangding Zeng,A5049532529,1,,,Beijing University of Posts and Telecommunications,https://openalex.org/I139759216,Beijing University of Posts and Telecommunications,https://openalex.org/I139759216,,,,,Beijing University of Posts and Telecommunications,https://openalex.org/I139759216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Junjie Qiu,A5052869661,6,Tongji University,https://openalex.org/I116953780,Weifang University,https://openalex.org/I66883779,Graduate Institute of International and Development Studies,https://openalex.org/I951315,Collaborative Innovation Center of Chemistry for Energy Materials,https://openalex.org/I4210156571,Sichuan University of Science and Engineering,https://openalex.org/I64852412,Sichuan University of Science and Engineering,https://openalex.org/I64852412,State Key Laboratory of Pollution Control and Resource Reuse,https://openalex.org/I4210090489,State Key Laboratory of Pollution Control and Resource Reuse,https://openalex.org/I4210090489,Tongji University,https://openalex.org/I116953780,Tongji University,https://openalex.org/I116953780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panpan Huang,A5053679681,1,,,,,,,,,,,,,,,,,,,Purdue University West Lafayette,https://openalex.org/I219193219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangbo Hao,A5064813063,4,University College Cork,https://openalex.org/I27577105,University College Cork,https://openalex.org/I27577105,Chiang Mai University,https://openalex.org/I48076826,University College Cork,https://openalex.org/I27577105,University College Cork,https://openalex.org/I27577105,University College Cork,https://openalex.org/I27577105,University College Cork,https://openalex.org/I27577105,University College Cork,https://openalex.org/I27577105,University College Cork,https://openalex.org/I27577105,University College Cork,https://openalex.org/I27577105,University College Cork,https://openalex.org/I27577105,University College Cork,https://openalex.org/I27577105,University College Cork,https://openalex.org/I27577105,University College Cork,https://openalex.org/I27577105,University College Cork,https://openalex.org/I27577105,Heriot-Watt University,https://openalex.org/I32062511,Heriot-Watt University,https://openalex.org/I32062511,Heriot-Watt University,https://openalex.org/I32062511,Northeastern University,https://openalex.org/I9224756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hui Qu,A5067552573,12,,,Northeastern University,https://openalex.org/I9224756,Northeastern University,https://openalex.org/I9224756,Northeastern University,https://openalex.org/I9224756,Northeastern University,https://openalex.org/I9224756,Shanghai Institute of Materia Medica,https://openalex.org/I4210112820,Xi’an University,https://openalex.org/I4210115513,Collaborative Innovation Center of Chemistry for Energy Materials,https://openalex.org/I4210156571,Shandong Institute of Business and Technology,https://openalex.org/I83776822,Shandong Institute of Business and Technology,https://openalex.org/I83776822,Nanjing University,https://openalex.org/I881766915,Shandong Institute of Business and Technology,https://openalex.org/I83776822,Shandong Institute of Business and Technology,https://openalex.org/I83776822,Nanjing University,https://openalex.org/I881766915,Institute of Electrical Engineering,https://openalex.org/I4210128819,Naval Aeronautical and Astronautical University,https://openalex.org/I4210162215,Nanjing University,https://openalex.org/I881766915,National Marine Data and Information Service,https://openalex.org/I4400573293,Shandong Institute of Business and Technology,https://openalex.org/I83776822,Chinese People's Armed Police Force Engineering University,https://openalex.org/I4210134428,Shandong Institute of Business and Technology,https://openalex.org/I83776822,Chang'an University,https://openalex.org/I25355098,,,,,,,,,Research Institute of Petroleum Exploration and Development,https://openalex.org/I4210112595,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lecong Zhang,A5068839714,1,,,,,,,Guizhou Minzu University,https://openalex.org/I4210095439,Guizhou Minzu University,https://openalex.org/I4210095439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haowei Zhang,A5080515807,3,,,Nanjing University of Aeronautics and Astronautics,https://openalex.org/I9842412,,,Zhejiang University,https://openalex.org/I76130692,Ministry of Industry and Information Technology,https://openalex.org/I890469752,Zhejiang University,https://openalex.org/I76130692,Zhejiang University,https://openalex.org/I76130692,Zhejiang University,https://openalex.org/I76130692,Zhejiang University,https://openalex.org/I76130692,Zhejiang University,https://openalex.org/I76130692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mingchuan Zhang,A5087014857,17,Henan University of Science and Technology,https://openalex.org/I167383011,Northeastern University,https://openalex.org/I9224756,Northeastern University,https://openalex.org/I9224756,Shanghai Jiao Tong University,https://openalex.org/I183067930,Xiamen University of Technology,https://openalex.org/I75867142,Zhejiang University of Technology,https://openalex.org/I55712492,Shanghai Jiao Tong University,https://openalex.org/I183067930,Henan University of Science and Technology,https://openalex.org/I167383011,Henan Cancer Hospital,https://openalex.org/I4210143608,Henan University of Engineering,https://openalex.org/I4210094772,Beijing Jiaotong University,https://openalex.org/I21193070,Beijing Jiaotong University,https://openalex.org/I21193070,National Center for Advanced Packaging (China),https://openalex.org/I4210151511,State Key Laboratory of Networking and Switching Technology,https://openalex.org/I4392021250,Henan University of Science and Technology,https://openalex.org/I167383011,Shanghai Jiao Tong University,https://openalex.org/I183067930,Jiangsu University of Science and Technology,https://openalex.org/I4210096899,Shanghai Industrial Boiler Research Institute (China),https://openalex.org/I4210092700,Northeastern University,https://openalex.org/I9224756,Shandong Jianzhu University,https://openalex.org/I44445938,Shanghai Jiao Tong University,https://openalex.org/I183067930,Shanghai Jiao Tong University,https://openalex.org/I183067930,Shanghai Jiao Tong University,https://openalex.org/I183067930,Shanghai Jiao Tong University,https://openalex.org/I183067930,Shanghai Jiao Tong University,https://openalex.org/I183067930,Shanghai Jiao Tong University,https://openalex.org/I183067930,Beihang University,https://openalex.org/I82880672,Shanghai Jiao Tong University,https://openalex.org/I183067930,,,,,,,,,,,,,,,,,,,University of North Carolina at Charlotte,https://openalex.org/I102149020,,,Virginia Tech,https://openalex.org/I859038795,Massachusetts Institute of Technology,https://openalex.org/I63966007
Wen Liu,A5100320278,16,,,Wuhan Institute of Technology,https://openalex.org/I91125648,Wuhan Institute of Technology,https://openalex.org/I91125648,University of Science and Technology Beijing,https://openalex.org/I92403157,Xi'an Jiaotong University,https://openalex.org/I87445476,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,Tsinghua University,https://openalex.org/I99065089,Shanghai Maritime University,https://openalex.org/I96733725,Shanghai Maritime University,https://openalex.org/I96733725,ShanghaiTech University,https://openalex.org/I30809798,Chiba University,https://openalex.org/I159385669,,,,,Sichuan University,https://openalex.org/I24185976,University of Kentucky,https://openalex.org/I143302722,University of Kentucky,https://openalex.org/I143302722,Zhongkai University of Agriculture and Engineering,https://openalex.org/I94357780,PLA Rocket Force University of Engineering,https://openalex.org/I2801618472,Xi'an Aeronautical University,https://openalex.org/I4210133467,Nanyang Technological University,https://openalex.org/I172675005,Xiangtan University,https://openalex.org/I4610292,National Central University,https://openalex.org/I22265921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xiaodong Liu,A5100374771,18,,,Northwestern Polytechnic University,https://openalex.org/I99418890,Dalian Jiaotong University,https://openalex.org/I7350606,Southeast University,https://openalex.org/I76569877,Carnegie Mellon University,https://openalex.org/I74973139,China National Petroleum Corporation (China),https://openalex.org/I98227222,Northeastern University,https://openalex.org/I9224756,Microsoft Research (United Kingdom),https://openalex.org/I4210164937,Dalian University,https://openalex.org/I4210092944,Dalian Maritime University,https://openalex.org/I43313876,Lanzhou University,https://openalex.org/I76214153,Lanzhou University,https://openalex.org/I76214153,Dalian Maritime University,https://openalex.org/I43313876,Nara Institute of Science and Technology,https://openalex.org/I75917431,Dalian Maritime University,https://openalex.org/I43313876,Dalian Maritime University,https://openalex.org/I43313876,Tokushima University,https://openalex.org/I922474255,Ocean University of China,https://openalex.org/I59028903,Anhui University of Technology,https://openalex.org/I92178344,Tsinghua University,https://openalex.org/I99065089,Northeastern University,https://openalex.org/I9224756,Tsinghua University,https://openalex.org/I99065089,Xi'an Jiaotong University,https://openalex.org/I87445476,,,,,,,De Montfort University,https://openalex.org/I66943878,Iowa State University,https://openalex.org/I173911158,,,,,,,,,,,,,,,,,,,,,,,,,,
Ying He,A5100389169,17,,,Southeast University,https://openalex.org/I76569877,Tsinghua University,https://openalex.org/I99065089,Guangzhou Medical University,https://openalex.org/I92039509,Tsinghua University,https://openalex.org/I99065089,Chinese People's Armed Police Force,https://openalex.org/I4396570617,Lanzhou University,https://openalex.org/I76214153,Lanzhou University,https://openalex.org/I76214153,Beihang University,https://openalex.org/I82880672,State Key Laboratory of Supramolecular Structure and Materials,https://openalex.org/I4391768123,State Key Laboratory of Supramolecular Structure and Materials,https://openalex.org/I4391768123,State Key Laboratory of Supramolecular Structure and Materials,https://openalex.org/I4391768123,Beihang University,https://openalex.org/I82880672,Northwestern Polytechnic University,https://openalex.org/I99418890,National Institute for Viral Disease Control and Prevention,https://openalex.org/I4210140986,Tyndall Centre,https://openalex.org/I4210143632,Hebei University of Technology,https://openalex.org/I184843921,Harbin Institute of Technology,https://openalex.org/I204983213,Radboud Institute for Molecular Life Sciences,https://openalex.org/I4210109357,Wuyi University,https://openalex.org/I98834328,Tsinghua University,https://openalex.org/I99065089,Beihang University,https://openalex.org/I82880672,Colorado State University,https://openalex.org/I92446798,Colorado State University,https://openalex.org/I92446798,Tsinghua University,https://openalex.org/I99065089,Lingnan Normal University,https://openalex.org/I154833797,,,,,University of Calgary,https://openalex.org/I168635309,,,,,,,,,,,,,,,,,,,,,,,,
