Author,OA_ID,unique_affiliation_count,affiliation-2026,ID-2026,affiliation-2025,ID-2025,affiliation-2024,ID-2024,affiliation-2023,ID-2023,affiliation-2022,ID-2022,affiliation-2021,ID-2021,affiliation-2020,ID-2020,affiliation-2019,ID-2019,affiliation-2018,ID-2018,affiliation-2017,ID-2017,affiliation-2016,ID-2016,affiliation-2015,ID-2015,affiliation-2014,ID-2014,affiliation-2013,ID-2013,affiliation-2012,ID-2012,affiliation-2011,ID-2011,affiliation-2010,ID-2010,affiliation-2009,ID-2009,affiliation-2008,ID-2008,affiliation-2007,ID-2007,affiliation-2006,ID-2006,affiliation-2005,ID-2005,affiliation-2004,ID-2004,affiliation-2003,ID-2003,affiliation-2002,ID-2002,affiliation-2001,ID-2001,affiliation-2000,ID-2000,affiliation-1999,ID-1999,affiliation-1998,ID-1998,affiliation-1997,ID-1997,affiliation-1996,ID-1996,affiliation-1995,ID-1995,affiliation-1994,ID-1994,affiliation-1993,ID-1993,affiliation-1992,ID-1992,affiliation-1991,ID-1991,affiliation-1990,ID-1990,affiliation-1989,ID-1989,affiliation-1988,ID-1988,affiliation-1987,ID-1987,affiliation-1986,ID-1986,affiliation-1985,ID-1985,affiliation-1984,ID-1984,affiliation-1982,ID-1982,affiliation-1978,ID-1978,affiliation-1975,ID-1975,affiliation-1971,ID-1971,affiliation-1970,ID-1970
Weixiao Huang,A5013900180,3,,,,,,,,,,,Worcester Polytechnic Institute,https://openalex.org/I107077323,"University of California, Davis",https://openalex.org/I84218800,Worcester Polytechnic Institute,https://openalex.org/I107077323,,,NIHR Bristol Cardiovascular Biomedical Research Unit,https://openalex.org/I4210132465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weixin Xu,A5109953055,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Computational Physics (United States),https://openalex.org/I4210138427,,,,,,,,,Inflammation Research Foundation,https://openalex.org/I4210127563,,,,,,,Princeton University,https://openalex.org/I20089843,,,,,,,,,,,,,,,,,,,,,,,,,Chengdu Organic Chemicals (China),https://openalex.org/I4210106541,,,The University of Texas at Austin,https://openalex.org/I86519309,,,,,,,,,,,,
Weiyu Zhuang,A5091010241,2,,,Southwest Forestry University,https://openalex.org/I25399270,,,,,State Key Laboratory of Hydraulics and Mountain River Engineering,https://openalex.org/I4391767678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weizhou Liu,A5090275722,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wenhao Wu,A5102884532,5,,,Tsinghua University,https://openalex.org/I99065089,Ministry of Agriculture and Rural Affairs,https://openalex.org/I4210151987,Jiangmen Central Hospital,https://openalex.org/I4210146741,,,Chosun University,https://openalex.org/I152238500,Chosun University,https://openalex.org/I152238500,,,Zhejiang University,https://openalex.org/I76130692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wenjie Ye,A5124946708,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wentao Li,A5124927812,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wenyang He,A5105206275,2,,,,,Southwest Petroleum University,https://openalex.org/I165745306,Oldham Council,https://openalex.org/I4210164339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X. Angelo Huang,A5109743429,1,,,South China University of Technology,https://openalex.org/I90610280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X. H. Zhou,A5063131799,6,Huizhou University,https://openalex.org/I93477617,Anhui Polytechnic University,https://openalex.org/I70908550,Anhui Polytechnic University,https://openalex.org/I70908550,Institute of Modern Physics,https://openalex.org/I4210131271,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,Hunan Provincial Science and Technology Department,https://openalex.org/I4210156400,Huizhou University,https://openalex.org/I93477617,Institute of Modern Physics,https://openalex.org/I4210131271,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,,,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,,,Institute of Modern Physics,https://openalex.org/I4210131271,Institute of Modern Physics,https://openalex.org/I4210131271,Institute of Modern Physics,https://openalex.org/I4210131271,Institute of Modern Physics,https://openalex.org/I4210131271,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,Institute of Modern Physics,https://openalex.org/I4210131271,Institute of Modern Physics,https://openalex.org/I4210131271,,,,,,,Institute of Modern Physics,https://openalex.org/I4210131271,,,Institute of Modern Physics,https://openalex.org/I4210131271,Institute of Modern Physics,https://openalex.org/I4210131271,Institute of Modern Physics,https://openalex.org/I4210131271,,,,,Institute of Modern Physics,https://openalex.org/I4210131271,Peking University,https://openalex.org/I20231570,,,Peking University,https://openalex.org/I20231570,Peking University,https://openalex.org/I20231570,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xianghui Wei,A5029780217,1,,,,,,,,,Henan Cancer Hospital,https://openalex.org/I4210143608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xiangyan Liu,A5030067405,3,,,Shaanxi Normal University,https://openalex.org/I88830068,National University of Singapore,https://openalex.org/I165932596,National University of Singapore,https://openalex.org/I165932596,,,,,,,,,,,,,,,,,,,,,,,Institute of Bioinformatics,https://openalex.org/I4210148697,National University of Singapore,https://openalex.org/I165932596,National University of Singapore,https://openalex.org/I165932596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xiangyu Zhao,A5124939727,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xianqing Jia,A5084563214,2,,,,,Beijing University of Posts and Telecommunications,https://openalex.org/I139759216,,,Shandong University of Science and Technology,https://openalex.org/I80143920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xiaobin Zhang,A5124913173,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xiaochen Gong,A5124968869,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xiaochen Wang,A5124950392,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xiaofei Yang,A5124937918,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xiaofeng Yu,A5028680526,9,,,Air Force Medical University,https://openalex.org/I9916479,Zhejiang University,https://openalex.org/I76130692,Zhejiang University,https://openalex.org/I76130692,Jinan Central Hospital,https://openalex.org/I4210106451,Zhejiang University,https://openalex.org/I76130692,Anhui Polytechnic University,https://openalex.org/I70908550,Linzi District People's Hospital,https://openalex.org/I4210120291,Jiangsu University,https://openalex.org/I115592961,The University of Texas Southwestern Medical Center,https://openalex.org/I867280407,Heidelberg Institute for Theoretical Studies,https://openalex.org/I71030271,Heidelberg Institute for Theoretical Studies,https://openalex.org/I71030271,Heidelberg Institute for Theoretical Studies,https://openalex.org/I71030271,Heidelberg Institute for Theoretical Studies,https://openalex.org/I71030271,Jiangsu University,https://openalex.org/I115592961,,,,,,,,,Chinese University of Hong Kong,https://openalex.org/I177725633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xiaohan Lin,A5124873984,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xiaojuan Tang,A5124966217,1,Hubei University of Medicine,https://openalex.org/I1285929390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xiaokun Yuan,A5071207563,6,,,,,Beijing University of Technology,https://openalex.org/I37796252,,,Beijing University of Technology,https://openalex.org/I37796252,Shanghai Public Security Bureau,https://openalex.org/I4210126577,,,Beijing University of Technology,https://openalex.org/I37796252,Materials Science & Engineering,https://openalex.org/I4210129794,Shanghai Public Security Bureau,https://openalex.org/I4210126577,Beijing University of Technology,https://openalex.org/I37796252,Materials Science & Engineering,https://openalex.org/I4210129794,Beijing University of Technology,https://openalex.org/I37796252,Beijing University of Technology,https://openalex.org/I37796252,Beijing University of Technology,https://openalex.org/I37796252,,,,,Beijing University of Technology,https://openalex.org/I37796252,,,Beihang University,https://openalex.org/I82880672,,,,,,,,,Cadence Design Systems (United States),https://openalex.org/I66217453,,,,,,,,,,,,,,,Purdue University West Lafayette,https://openalex.org/I219193219,,,Purdue University West Lafayette,https://openalex.org/I219193219,,,,,,,,,,,,,,,,,,,,,,,,,,
Xiaoru Hao,A5124874406,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xiaotong Xie,A5101104838,6,,,Zhongda Hospital Southeast University,https://openalex.org/I4210105806,Guangzhou Medical University,https://openalex.org/I92039509,Panyu District Central Hospital,https://openalex.org/I4210124657,National University of Defense Technology,https://openalex.org/I170215575,Shanghai Power Equipment Research Institute,https://openalex.org/I4210105312,,,,,,,,,Nanjing University of Aeronautics and Astronautics,https://openalex.org/I9842412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xiaoxi Song,A5124878739,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xin Men,A5113005952,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xinbo Xu,A5124930955,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xingcheng Yao,A5065739587,1,,,,,,,Tsinghua University,https://openalex.org/I99065089,,,Tsinghua University,https://openalex.org/I99065089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xingzhe Wu,A5086375722,1,,,,,,,,,,,Central China Normal University,https://openalex.org/I40963666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xinhang Li,A5124893403,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xinhao Chen,A5124956234,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xinhao Li,A5038731476,3,,,Second Affiliated Hospital of Nanjing Medical University,https://openalex.org/I4210138078,Fuzhou University,https://openalex.org/I80947539,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xinhao Zhu,A5124938375,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xinlong Yang,A5124877675,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xinran Gu,A5124943650,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xinran Xu,A5111250659,2,,,Health Decisions (United States),https://openalex.org/I4210160977,Zhejiang University of Technology,https://openalex.org/I55712492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xinxing Zu,A5028097242,2,,,Alibaba Group (China),https://openalex.org/I45928872,Alibaba Group (United States),https://openalex.org/I4210095624,,,,,Alibaba Group (United States),https://openalex.org/I4210095624,Alibaba Group (China),https://openalex.org/I45928872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xinyi Jin,A5124965010,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xinyu Zhou,A5074959378,1,,,,,,,Indiana University Bloomington,https://openalex.org/I4210119109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xinyuan Wang,A5054558475,3,Qingdao University of Science and Technology,https://openalex.org/I143413998,Fujian University of Technology,https://openalex.org/I83791580,Shandong University of Science and Technology,https://openalex.org/I80143920,,,Shandong University of Science and Technology,https://openalex.org/I80143920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xiong Weijun,A5052008475,3,,,Zhejiang Sci-Tech University,https://openalex.org/I1328775524,,,Guangdong University of Technology,https://openalex.org/I139024713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Science and Technology of China,https://openalex.org/I126520041,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xiuwu Liao,A5102822893,2,Beijing University of Technology,https://openalex.org/I37796252,Xi'an Jiaotong University,https://openalex.org/I87445476,,,Xi'an Jiaotong University,https://openalex.org/I87445476,,,Xi'an Jiaotong University,https://openalex.org/I87445476,Xi'an Jiaotong University,https://openalex.org/I87445476,Xi'an Jiaotong University,https://openalex.org/I87445476,Xi'an Jiaotong University,https://openalex.org/I87445476,Xi'an Jiaotong University,https://openalex.org/I87445476,Xi'an Jiaotong University,https://openalex.org/I87445476,Xi'an Jiaotong University,https://openalex.org/I87445476,,,Xi'an Jiaotong University,https://openalex.org/I87445476,Xi'an Jiaotong University,https://openalex.org/I87445476,Xi'an Jiaotong University,https://openalex.org/I87445476,Xi'an Jiaotong University,https://openalex.org/I87445476,,,Xi'an Jiaotong University,https://openalex.org/I87445476,Xi'an Jiaotong University,https://openalex.org/I87445476,Xi'an Jiaotong University,https://openalex.org/I87445476,Xi'an Jiaotong University,https://openalex.org/I87445476,Xi'an Jiaotong University,https://openalex.org/I87445476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu Boyu,A5114321086,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu Cao,A5101247284,5,Inner Mongolia Normal University,https://openalex.org/I22046295,Dongzhimen Hospital Affiliated to Beijing University of Chinese Medicine,https://openalex.org/I4210121586,Stanford University,https://openalex.org/I97018004,Chengdu University of Traditional Chinese Medicine,https://openalex.org/I53411278,,,,,,,,,,,,,,,,,,,West China Hospital of Sichuan University,https://openalex.org/I4210089761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xuehai Pan,A5001682354,2,,,Peking University,https://openalex.org/I20231570,,,,,Zibo Vocational Institute,https://openalex.org/I1305126327,,,,,,,,,,,,,,,,,Zibo Vocational Institute,https://openalex.org/I1305126327,Zibo Vocational Institute,https://openalex.org/I1305126327,Zibo Vocational Institute,https://openalex.org/I1305126327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y F Young Charles,A5063970948,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y. Charles,A5124942513,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y. H. Zhang,A5124874537,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y. Liu,A5113647044,7,,,Northeast Petroleum University,https://openalex.org/I921716337,Bali Psychiatric Center,https://openalex.org/I4210124833,,,,,,,,,Dalian Jiaotong University,https://openalex.org/I7350606,Wuhan University of Science and Technology,https://openalex.org/I43922553,Wuhan University of Science and Technology,https://openalex.org/I43922553,State Key Laboratory of Virology,https://openalex.org/I4391768268,,,,,,,,,,,Baylor College of Medicine,https://openalex.org/I181547552,Wuhan University of Science and Technology,https://openalex.org/I43922553,Wuhan University,https://openalex.org/I37461747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y.J. Yan,A5108323647,3,,,Changsha University of Science and Technology,https://openalex.org/I56934997,University of Toronto,https://openalex.org/I185261750,,,,,,,Suzhou Vocational University,https://openalex.org/I4210092223,Suzhou Vocational University,https://openalex.org/I4210092223,Suzhou Vocational University,https://openalex.org/I4210092223,,,,,,,Suzhou Vocational University,https://openalex.org/I4210092223,Suzhou Vocational University,https://openalex.org/I4210092223,Suzhou Vocational University,https://openalex.org/I4210092223,Suzhou Vocational University,https://openalex.org/I4210092223,,,Suzhou Vocational University,https://openalex.org/I4210092223,Suzhou Vocational University,https://openalex.org/I4210092223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yadong Zhang,A5124941840,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yan Zhong,A5110992737,8,West China Hospital of Sichuan University,https://openalex.org/I4210089761,,,System Equipment (China),https://openalex.org/I4210159156,Shanghai Power Equipment Research Institute,https://openalex.org/I4210105312,Shanghai Power Equipment Research Institute,https://openalex.org/I4210105312,Shanghai Power Equipment Research Institute,https://openalex.org/I4210105312,,,Shanghai Tongji Urban Planning and Design Institute,https://openalex.org/I4210136431,Shanghai Power Equipment Research Institute,https://openalex.org/I4210105312,Chinese Academy of Medical Sciences & Peking Union Medical College,https://openalex.org/I200296433,,,,,,,Yanshan University,https://openalex.org/I39333907,,,,,,,,,North China Electric Power University,https://openalex.org/I153473198,,,Hunan City University,https://openalex.org/I39521962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yanfei Hu,A5101788799,2,,,,,,,Center for Life Sciences,https://openalex.org/I4210160507,,,Shandong University,https://openalex.org/I154099455,Shandong University,https://openalex.org/I154099455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yang Li,A5100421764,13,,,Nanjing University of Aeronautics and Astronautics,https://openalex.org/I9842412,Nanjing University of Aeronautics and Astronautics,https://openalex.org/I9842412,Carleton University,https://openalex.org/I67031392,China Jiliang University,https://openalex.org/I55538621,China Jiliang University,https://openalex.org/I55538621,Ningbo Polytechnic,https://openalex.org/I4210143969,Beijing Jiaotong University,https://openalex.org/I21193070,Nanjing University of Aeronautics and Astronautics,https://openalex.org/I9842412,Nanjing University of Posts and Telecommunications,https://openalex.org/I41198531,Southeast University,https://openalex.org/I76569877,Nanjing University of Aeronautics and Astronautics,https://openalex.org/I9842412,Nanjing University of Aeronautics and Astronautics,https://openalex.org/I9842412,Tsinghua University,https://openalex.org/I99065089,Michigan United,https://openalex.org/I4210111179,Beijing Jiaotong University,https://openalex.org/I21193070,Nanjing University of Posts and Telecommunications,https://openalex.org/I41198531,Beijing Information Science & Technology University,https://openalex.org/I78675632,Kyungpook National University,https://openalex.org/I31419693,Network Technologies (United States),https://openalex.org/I4210167249,Kyungpook National University,https://openalex.org/I31419693,Kyungpook National University,https://openalex.org/I31419693,Stevens Institute of Technology,https://openalex.org/I108468826,,,Beijing Jiaotong University,https://openalex.org/I21193070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yang Liu,A5100355638,13,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,China Medical University,https://openalex.org/I91656880,China Medical University,https://openalex.org/I91656880,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,Xi'an Jiaotong University,https://openalex.org/I87445476,Nanjing University,https://openalex.org/I881766915,China Medical University,https://openalex.org/I91656880,National Health and Medical Research Council,https://openalex.org/I42131985,McMaster University,https://openalex.org/I98251732,China Medical University,https://openalex.org/I91656880,University of Jyväskylä,https://openalex.org/I94722563,Changzhou City Planning and Design Institute,https://openalex.org/I4210145263,Peking University,https://openalex.org/I20231570,Henan Provincial Center for Disease Control and Prevention,https://openalex.org/I4210163756,Beijing Jiaotong University,https://openalex.org/I21193070,Peking University,https://openalex.org/I20231570,Harbor–UCLA Medical Center,https://openalex.org/I4210165985,Harvard University,https://openalex.org/I136199984,Harvard University,https://openalex.org/I136199984,,,,,,,,,,,China Medical University,https://openalex.org/I91656880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
