Author,No. Papers,Notes,OA_Profile,OA_ID,ORCID,Display_name,Display_name_alternatives,works_count,cited_by_count,2yr_mean_citedness,h_index,i10_index,ID-1923,ID-1936,ID-1944,ID-1959,ID-1962,ID-1976,ID-1979,ID-1982,affiliation-1923,affiliation-1936,affiliation-1944,affiliation-1959,affiliation-1962,affiliation-1976,affiliation-1979,affiliation-1982,unique_affiliation_count,all_china,some_china,some_usa,all_countries,affiliation_display_name_1982,affiliation_id_1982,affiliation_country_1982,affiliation_display_name_1979,affiliation_id_1979,affiliation_country_1979,affiliation_display_name_1976,affiliation_id_1976,affiliation_country_1976,affiliation_display_name_1962,affiliation_id_1962,affiliation_country_1962,affiliation_display_name_1959,affiliation_id_1959,affiliation_country_1959,affiliation_display_name_1944,affiliation_id_1944,affiliation_country_1944,affiliation_display_name_1936,affiliation_id_1936,affiliation_country_1936,affiliation_display_name_1923,affiliation_id_1923,affiliation_country_1923,affiliation_data,unique_country_count,all_usa,Most Recent Affiliation Year,Most Recent Affiliation,Most Recent Affiliation Country,affiliation_id_1983,affiliation_country_1983,affiliation_display_name_1983,affiliation_id_1984,affiliation_country_1984,affiliation_display_name_1984,affiliation_id_1985,affiliation_country_1985,affiliation_display_name_1985,affiliation_id_1986,affiliation_country_1986,affiliation_display_name_1986,affiliation_id_1987,affiliation_country_1987,affiliation_display_name_1987,affiliation_id_1988,affiliation_country_1988,affiliation_display_name_1988,affiliation_id_1989,affiliation_country_1989,affiliation_display_name_1989,affiliation_id_1990,affiliation_country_1990,affiliation_display_name_1990,affiliation_id_1991,affiliation_country_1991,affiliation_display_name_1991,affiliation_id_1992,affiliation_country_1992,affiliation_display_name_1992,affiliation_id_1993,affiliation_country_1993,affiliation_display_name_1993,affiliation_id_1994,affiliation_country_1994,affiliation_display_name_1994,affiliation_id_1995,affiliation_country_1995,affiliation_display_name_1995,affiliation_id_1996,affiliation_country_1996,affiliation_display_name_1996,affiliation_id_1997,affiliation_country_1997,affiliation_display_name_1997,affiliation_id_1998,affiliation_country_1998,affiliation_display_name_1998,affiliation_id_1999,affiliation_country_1999,affiliation_display_name_1999,affiliation_id_2000,affiliation_country_2000,affiliation_display_name_2000,affiliation_id_2001,affiliation_country_2001,affiliation_display_name_2001,affiliation_id_2002,affiliation_country_2002,affiliation_display_name_2002,affiliation_id_2003,affiliation_country_2003,affiliation_display_name_2003,affiliation_id_2004,affiliation_country_2004,affiliation_display_name_2004,affiliation_id_2005,affiliation_country_2005,affiliation_display_name_2005,affiliation_id_2006,affiliation_country_2006,affiliation_display_name_2006,affiliation_id_2007,affiliation_country_2007,affiliation_display_name_2007,affiliation_id_2008,affiliation_country_2008,affiliation_display_name_2008,affiliation_id_2009,affiliation_country_2009,affiliation_display_name_2009,affiliation_id_2010,affiliation_country_2010,affiliation_display_name_2010,affiliation_id_2011,affiliation_country_2011,affiliation_display_name_2011,affiliation_id_2012,affiliation_country_2012,affiliation_display_name_2012,affiliation_id_2013,affiliation_country_2013,affiliation_display_name_2013,affiliation_id_2014,affiliation_country_2014,affiliation_display_name_2014,affiliation_id_2015,affiliation_country_2015,affiliation_display_name_2015,affiliation_id_2016,affiliation_country_2016,affiliation_display_name_2016,affiliation_id_2017,affiliation_country_2017,affiliation_display_name_2017,affiliation_id_2018,affiliation_country_2018,affiliation_display_name_2018,affiliation_id_2019,affiliation_country_2019,affiliation_display_name_2019,affiliation_id_2020,affiliation_country_2020,affiliation_display_name_2020,affiliation_id_2021,affiliation_country_2021,affiliation_display_name_2021,affiliation_id_2022,affiliation_country_2022,affiliation_display_name_2022,affiliation_id_2023,affiliation_country_2023,affiliation_display_name_2023,affiliation_id_2024,affiliation_country_2024,affiliation_display_name_2024,affiliation_id_2025,affiliation_country_2025,affiliation_display_name_2025,affiliation_id_2026,affiliation_country_2026,affiliation_display_name_2026
Nithya Attaluri,1,,https://openalex.org/A5002701525,A5002701525,https://orcid.org/0000-0001-9683-914X,Nithya Attaluri,"Attaluri, Nithya, Nithya Attaluri, Vikram, Sharad",5,1205,137.0,3,3,,,,,,,,,,,,,,,,,1,False,False,True,United States,,,,,,,,,,,,,,,,,,,,,,,,,True,1,False,2021,Massachusetts Institute of Technology,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I63966007,United States,Massachusetts Institute of Technology,,,,,,,,,,,,,,,
Olivier Lacombe,1,,https://openalex.org/A5010285605,A5010285605,https://orcid.org/0009-0001-9238-7702,Olivier Lacombe,"Lacombe, Olivier, O Lacombe, O. L. Lacombe, O. Lacombe, Olivier Lacombe",20,342,2.5,10,10,,,,,,https://openalex.org/I17974374,,,,,,,,Universidade de São Paulo,,,5,False,False,False,France,,,,,,,Universidade de São Paulo,https://openalex.org/I17974374,Brazil,,,,,,,,,,,,,,,,True,1,False,2024,Crossject (France),France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210135308,France,Servier (France),https://openalex.org/I176063091,France,École Nationale Vétérinaire de Toulouse,,,,,,,,,,,,,,,,https://openalex.org/I4210156625,France,Institut Alfred Fournier,,,,,,,,,,,,,,,,https://openalex.org/I4210126951,France,Inventiva (France),https://openalex.org/I4210126951,France,Inventiva (France),https://openalex.org/I4210126951,France,Inventiva (France),https://openalex.org/I4210126951,France,Inventiva (France),https://openalex.org/I4210126951,France,Inventiva (France),,,,,,,https://openalex.org/I4210087051,France,Crossject (France),,,,,,
Omar Sanseviero,1,,https://openalex.org/A5119790513,A5119790513,,Omar Sanseviero,"Cotruta, Victor, Omar Sanseviero, Sanseviero, Omar",2,18,9.0,1,1,,,,,,,,,,,,,,,,,0,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orhan Fırat,1,,https://openalex.org/A5035914396,A5035914396,https://orcid.org/0000-0001-5775-2420,Orhan Fırat,"Bacon, Pierre-Luc, Brakel, Philemon, Firat, Orhan, Fırat, Orhan, Mariooryad, Soroosh, O. Firat, Orhan FIRAT, Orhan Firat, Orhan Fırat",154,10547,34.333333333333336,39,74,,,,,,,,,,,,,,,,,5,False,False,True,"Hong Kong, Israel, United States",,,,,,,,,,,,,,,,,,,,,,,,,True,3,False,2023,Google (United States),United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I201799495,,Middle East Technical University,https://openalex.org/I201799495,,Middle East Technical University,https://openalex.org/I201799495,,Middle East Technical University,https://openalex.org/I201799495,,Middle East Technical University,https://openalex.org/I201799495,,Middle East Technical University,https://openalex.org/I57206974,United States,New York University,https://openalex.org/I1291425158,United States,Google (United States),https://openalex.org/I13955877,Israel,Bar-Ilan University,https://openalex.org/I889458895,Hong Kong,University of Hong Kong,https://openalex.org/I1291425158,United States,Google (United States),https://openalex.org/I1291425158,United States,Google (United States),https://openalex.org/I1291425158,United States,Google (United States),,,,,,,,,
Pamela Samuelson,1,,https://openalex.org/A5111562753,A5111562753,,Pamela Samuelson,"Denise Hizon, Hansen, David R., Michael Cusumano, Pamela Samuelson, Pamela mname Samuelson, Samuelson, Pamela, Samuelson, Pamela; Gergen, Mark, Samuelson, Pamela; Hashimoto, Kathryn",396,4488,1.7333333333333334,31,88,,,,,,,,,,,,,,,,,2,False,False,True,United States,,,,,,,,,,,,,,,,,,,,,,,,,True,1,False,2025,"University of California, Berkeley",United States,,,,https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I170201317,United States,University of Pittsburgh,https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",,,
Parashar Shah,1,,https://openalex.org/A5114111243,A5114111243,,Parashar Shah,"Goldenson, Mark, Parashar Shah, Shah, Parashar",2,788,1.0,1,1,,,,,,,,,,,,,,,,,0,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul Suganthan,2,,https://openalex.org/A5104217740,A5104217740,,Paul Suganthan,"Palmer, Evan, Paul Suganthan, Paul Suganthan G.C., Suganthan, Paul",10,928,0.2,5,4,,,,,,,,,,,,,,,,,2,False,False,True,United States,,,,,,,,,,,,,,,,,,,,,,,,,True,1,False,2019,Google (United States),United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I135310074,United States,University of Wisconsin–Madison,,,,https://openalex.org/I135310074,United States,University of Wisconsin–Madison,https://openalex.org/I135310074,United States,University of Wisconsin–Madison,https://openalex.org/I1291425158,United States,Google (United States),,,,,,,,,,,,,,,,,,,,,
Percy Liang,1,,https://openalex.org/A5025255782,A5025255782,https://orcid.org/0000-0002-0458-6139,Percy Liang,"Hsu, Daniel, Huang, Kexin, Jacobs, Abigail Z., Levy, Omer, Liang, Percy, Liu, Evan Zheran, P. Liang, P., Liang, PO-CHIN LIANG, Peijia Liang",428,42825,18.56,85,242,,,,,,,,,,,,,,,,,3,False,False,True,United States,,,,,,,,,,,,,,,,,,,,,,,,,True,1,False,2025,Stanford University,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I63966007,United States,Massachusetts Institute of Technology,https://openalex.org/I63966007,United States,Massachusetts Institute of Technology,https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I97018004,United States,Stanford University,https://openalex.org/I97018004,United States,Stanford University,https://openalex.org/I97018004,United States,Stanford University,https://openalex.org/I97018004,United States,Stanford University,https://openalex.org/I97018004,United States,Stanford University,https://openalex.org/I97018004,United States,Stanford University,https://openalex.org/I97018004,United States,Stanford University,https://openalex.org/I97018004,United States,Stanford University,https://openalex.org/I97018004,United States,Stanford University,https://openalex.org/I97018004,United States,Stanford University,https://openalex.org/I97018004,United States,Stanford University,https://openalex.org/I97018004,United States,Stanford University,https://openalex.org/I97018004,United States,Stanford University,https://openalex.org/I97018004,United States,Stanford University,,,
Peter Kairouz,1,,https://openalex.org/A5099137347,A5099137347,,Peter Kairouz,"Kairouz, Peter, Mitchell, Nicole Elyse, Peter Kairouz",6,6,1.0,1,0,,,,,,,,,,,,,,,,,1,False,False,True,United States,,,,,,,,,,,,,,,,,,,,,,,,,True,1,False,2025,Google (United States),United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I1291425158,United States,Google (United States),,,
Peter Sunehag,1,,https://openalex.org/A5046100176,A5046100176,,Peter Sunehag,"Marty, Tom, P Sunehag, P. Sunehag, Peter Sunehag, Sunehag, Peter",76,2027,0.5,15,23,,,,,,,,,,,,,,,,,7,False,False,True,"Australia, Canada, Sweden, United Kingdom, United States",,,,,,,,,,,,,,,,,,,,,,,,,True,5,False,2023,DeepMind (United Kingdom),United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I123387679,Sweden,Uppsala University,https://openalex.org/I123387679,Sweden,Uppsala University,,,,https://openalex.org/I42894916,Australia,Data61,,,,https://openalex.org/I42894916,Australia,Data61,https://openalex.org/I42894916,Australia,Data61,https://openalex.org/I42894916,Australia,Data61,https://openalex.org/I118347636,Australia,Australian National University,https://openalex.org/I42894916,Australia,Data61,https://openalex.org/I118347636,Australia,Australian National University,https://openalex.org/I118347636,Australia,Australian National University,https://openalex.org/I4210113297,United Kingdom,Google (United Kingdom),,,,https://openalex.org/I45683168,Canada,Polytechnique Montréal,https://openalex.org/I4210090411,United Kingdom,DeepMind (United Kingdom),https://openalex.org/I4210090411,United Kingdom,DeepMind (United Kingdom),https://openalex.org/I1291425158,United States,Google (United States),https://openalex.org/I1291425158,United States,Google (United States),https://openalex.org/I4210090411,United Kingdom,DeepMind (United Kingdom),https://openalex.org/I4210090411,United Kingdom,DeepMind (United Kingdom),,,,,,,,,
Qin Yin,1,,https://openalex.org/A5101888648,A5101888648,https://orcid.org/0000-0003-4709-5812,Qin Yin,"Q S Yin, Q Yin, Q. Yin, Qiangbing Yin, Qiange Yin, Qianyue Yin, Qifeng Yin, Qin YIN, Qin Yin, Qiulian Yin",61,319,1.318181818181818,10,11,,,,,,,,,,,,,,,,,9,False,True,False,China,,,,,,,,,,,,,,,,,,,,,,,,,True,1,False,2026,Affiliated Hospital of Youjiang Medical University for Nationalities,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I881766915,China,Nanjing University,,,,https://openalex.org/I9916479,China,Air Force Medical University,,,,https://openalex.org/I129708740,China,Fujian Medical University,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I182386381,China,Zunyi Medical University,https://openalex.org/I881766915,China,Nanjing University,,,,,,,https://openalex.org/I183067930,China,Shanghai Jiao Tong University,,,,https://openalex.org/I4210111013,China,Nanjing Drum Tower Hospital,https://openalex.org/I4210111013,China,Nanjing Drum Tower Hospital,https://openalex.org/I4210111013,China,Nanjing Drum Tower Hospital,https://openalex.org/I4210111013,China,Nanjing Drum Tower Hospital,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I4210166194,China,Zhejiang Academy of Forestry,https://openalex.org/I83519826,China,Nanjing Medical University,https://openalex.org/I4210130692,China,Affiliated Hospital of Youjiang Medical University for Nationalities
Quoc V. Le,1,,https://openalex.org/A5088551093,A5088551093,https://orcid.org/0000-0002-1087-2844,Quoc V. Le,"Amaro, Hugo, Chen, Yi-Ting, Dean, Jeff, Du, Cosmo, Hartwig Adam, Jonathon Shlens, Kashem, Sheleem, LE, Quoc Viet, Le, Q., Le, Quoc",332,123359,13.32,120,239,,,,,,,,,,,,,,,,,9,False,False,True,"Australia, Germany, Israel, Portugal, South Korea, United States",,,,,,,,,,,,,,,,,,,,,,,,,True,6,False,2025,Sungkyunkwan University,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I42894916,Australia,Data61,https://openalex.org/I42894916,Australia,Data61,https://openalex.org/I97018004,United States,Stanford University,https://openalex.org/I97018004,United States,Stanford University,https://openalex.org/I97018004,United States,Stanford University,https://openalex.org/I97018004,United States,Stanford University,https://openalex.org/I97018004,United States,Stanford University,https://openalex.org/I97018004,United States,Stanford University,https://openalex.org/I1291425158,United States,Google (United States),https://openalex.org/I1291425158,United States,Google (United States),https://openalex.org/I1291425158,United States,Google (United States),https://openalex.org/I16391192,Israel,Tel Aviv University,https://openalex.org/I4210141777,Israel,Academic College of Tel Aviv-Yafo,https://openalex.org/I57206974,United States,New York University,https://openalex.org/I4210113520,Germany,Brain (Germany),https://openalex.org/I4210113520,Germany,Brain (Germany),https://openalex.org/I4210113520,Germany,Brain (Germany),https://openalex.org/I4402554021,Portugal,Instituto Pedro Nunes,https://openalex.org/I97018004,United States,Stanford University,https://openalex.org/I1291425158,United States,Google (United States),https://openalex.org/I848706,South Korea,Sungkyunkwan University,,,
Rajkumar Vasudeva Raju,1,,https://openalex.org/A5072064524,A5072064524,https://orcid.org/0009-0003-4626-4677,Rajkumar Vasudeva Raju,"Qureshi, Haroon, Rajkumar Vasudeva Raju, Raju, Rajkumar Vasudeva",11,69,8.333333333333334,5,2,,,,,,,,,,,,,,,,,2,False,False,True,United States,,,,,,,,,,,,,,,,,,,,,,,,,True,1,False,2024,Google (United States),United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I74775410,United States,Rice University,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I1291425158,United States,Google (United States),,,,,,
Rakesh Ghiya,1,,https://openalex.org/A5002817835,A5002817835,,Rakesh Ghiya,"Ghiya, Rakesh, R. Ghiya, Rakash Ghiya, Rakesh Ghiya, Rao, Vikram",15,2124,0.5,11,11,,,,,,,,,,,,,,,,,2,False,False,True,"Canada, United States",,,,,,,,,,,,,,,,,,,,,,,,,True,2,False,2002,McGill University,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I5023651,Canada,McGill University,,,,https://openalex.org/I5023651,Canada,McGill University,,,,https://openalex.org/I5023651,Canada,McGill University,,,,,,,https://openalex.org/I4210128612,United States,Mission College,https://openalex.org/I5023651,Canada,McGill University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rakesh Shivanna,1,,https://openalex.org/A5080937560,A5080937560,,Rakesh Shivanna,"Maggioni, Marcello, Rakesh Shivanna, Shivanna, Rakesh",10,1181,137.0,5,4,,,,,,,,,,,,,,,,,3,False,False,True,"India, United States",,,,,,,,,,,,,,,,,,,,,,,,,True,2,False,2020,Google (United States),United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I59270414,India,Indian Institute of Science Bangalore,https://openalex.org/I50557253,India,Indian Institute of Science Education and Research Thiruvananthapuram,,,,,,,,,,https://openalex.org/I1291425158,United States,Google (United States),https://openalex.org/I1291425158,United States,Google (United States),,,,,,,,,,,,,,,,,,
Raphael Hoffmann,2,,https://openalex.org/A5060819264,A5060819264,,Raphael Hoffmann,"Hoffmann, Raphael, Hoffmann, Raphael Gomes, Levin, Kyle, R Hoffmann, Raphael Gomes Hoffmann, Raphael Hoffmann, Zahra Gholizadeh",40,2693,0.5,16,18,,,,,,,,,,,,,,,,,3,False,False,True,"Brazil, United States",,,,,,,,,,,,,,,,,,,,,,,,,True,2,False,2021,University of Washington,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I201448701,United States,University of Washington,,,,https://openalex.org/I201448701,United States,University of Washington,https://openalex.org/I58610484,United States,Seattle University,https://openalex.org/I201448701,United States,University of Washington,https://openalex.org/I201448701,United States,University of Washington,https://openalex.org/I201448701,United States,University of Washington,https://openalex.org/I201448701,United States,University of Washington,https://openalex.org/I201448701,United States,University of Washington,,,,https://openalex.org/I51235708,Brazil,Universidade Federal do Espírito Santo,,,,,,,,,,,,,,,,https://openalex.org/I201448701,United States,University of Washington,,,,,,,,,,,,,,,
Raphaël Koster,1,,https://openalex.org/A5082942104,A5082942104,https://orcid.org/0000-0001-5264-3137,Raphaël Koster,"Koster, Raphael, Koster, Raphaël, Köster, Raphael, R KOSTER, Raphael Koster, Raphael Köster, Raphal Koster, Raphaël Koster",65,1073,11.583333333333334,15,22,,,,,,,,,,,,,,,,,5,False,False,False,"France, United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,True,2,False,2025,Google (United Kingdom),United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210141421,France,Ministère de l'Économie et des Finances,,,,,,,https://openalex.org/I45129253,United Kingdom,University College London,,,,,,,https://openalex.org/I45129253,United Kingdom,University College London,https://openalex.org/I45129253,United Kingdom,University College London,https://openalex.org/I45129253,United Kingdom,University College London,https://openalex.org/I45129253,United Kingdom,University College London,https://openalex.org/I45129253,United Kingdom,University College London,https://openalex.org/I45129253,United Kingdom,University College London,https://openalex.org/I4210113297,United Kingdom,Google (United Kingdom),https://openalex.org/I4210090411,United Kingdom,Google DeepMind (United Kingdom),https://openalex.org/I4210113297,United Kingdom,Google (United Kingdom),https://openalex.org/I4210135021,France,BP (France),https://openalex.org/I4210113297,United Kingdom,Google (United Kingdom),,,
Ravin Kumar,1,,https://openalex.org/A5029766994,A5029766994,https://orcid.org/0000-0002-3416-2679,Ravin Kumar,"Khan, Mina, Kumar, Ravin, R. Biji Kumar, Ravin Kumar",56,450,16.08,5,5,,,,,,,,,,,,,,,,,2,False,False,False,"India, Nepal",,,,,,,,,,,,,,,,,,,,,,,,,True,2,False,2025,Institute of Engineering,Nepal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210129773,Nepal,Institute of Engineering,https://openalex.org/I4210129773,Nepal,Institute of Engineering,https://openalex.org/I4210129773,Nepal,Institute of Engineering,,,,https://openalex.org/I4210093565,India,Guru Nanak Eye Centre,https://openalex.org/I4210129773,Nepal,Institute of Engineering,https://openalex.org/I4210129773,Nepal,Institute of Engineering,,,
Renjie Wu,1,,https://openalex.org/A5067062697,A5067062697,,Renjie Wu,"Renjie Wu, Wu, Renjie",3,27,0.0,2,1,,,,,,,,,,,,,,,,,1,False,True,False,China,,,,,,,,,,,,,,,,,,,,,,,,,True,1,False,2019,China Agricultural University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I52158045,China,China Agricultural University,,,,,,,,,,,,,,,,,,,,,
Rohan Anil,1,,https://openalex.org/A5104083306,A5104083306,,Rohan Anil,"Alcober, Fred, Anil, Rohan, Rohan Anil",39,6094,98.8,17,18,,,,,,,,,,,,,,,,,2,False,False,True,"Germany, United States",,,,,,,,,,,,,,,,,,,,,,,,,True,2,False,2022,Brain (Germany),Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I1291425158,United States,Google (United States),,,,https://openalex.org/I1291425158,United States,Google (United States),https://openalex.org/I1291425158,United States,Google (United States),https://openalex.org/I1291425158,United States,Google (United States),https://openalex.org/I1291425158,United States,Google (United States),https://openalex.org/I4210113520,Germany,Brain (Germany),,,,,,,,,,,,
Roopali Vij,1,,https://openalex.org/A5114389191,A5114389191,,Roopali Vij,"Roopali Vij, Vij, Roopali",1,0,0.0,0,0,,,,,,,,,,,,,,,,,0,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
