Author,OA_ID,unique_affiliation_count,affiliation-2026,ID-2026,affiliation-2025,ID-2025,affiliation-2024,ID-2024,affiliation-2023,ID-2023,affiliation-2022,ID-2022,affiliation-2021,ID-2021,affiliation-2020,ID-2020,affiliation-2019,ID-2019,affiliation-2018,ID-2018,affiliation-2017,ID-2017,affiliation-2016,ID-2016,affiliation-2015,ID-2015,affiliation-2014,ID-2014,affiliation-2013,ID-2013,affiliation-2012,ID-2012,affiliation-2011,ID-2011,affiliation-2010,ID-2010,affiliation-2009,ID-2009,affiliation-2008,ID-2008,affiliation-2007,ID-2007,affiliation-2006,ID-2006,affiliation-2005,ID-2005,affiliation-2004,ID-2004,affiliation-2003,ID-2003,affiliation-2002,ID-2002,affiliation-2001,ID-2001,affiliation-2000,ID-2000,affiliation-1999,ID-1999,affiliation-1998,ID-1998,affiliation-1997,ID-1997,affiliation-1996,ID-1996,affiliation-1995,ID-1995,affiliation-1994,ID-1994,affiliation-1993,ID-1993,affiliation-1992,ID-1992,affiliation-1991,ID-1991,affiliation-1990,ID-1990,affiliation-1989,ID-1989,affiliation-1988,ID-1988,affiliation-1987,ID-1987,affiliation-1986,ID-1986,affiliation-1985,ID-1985,affiliation-1984,ID-1984,affiliation-1983,ID-1983,affiliation-1982,ID-1982,affiliation-1979,ID-1979,affiliation-1976,ID-1976,affiliation-1962,ID-1962,affiliation-1959,ID-1959,affiliation-1944,ID-1944,affiliation-1936,ID-1936,affiliation-1923,ID-1923
William Isaac,A5048272174,3,Google (United Kingdom),https://openalex.org/I4210113297,Google (United Kingdom),https://openalex.org/I4210113297,Google (United Kingdom),https://openalex.org/I4210113297,DeepMind (United Kingdom),https://openalex.org/I4210090411,DeepMind (United Kingdom),https://openalex.org/I4210090411,DeepMind (United Kingdom),https://openalex.org/I4210090411,Michigan State University,https://openalex.org/I87216513,,,,,Michigan State University,https://openalex.org/I87216513,Michigan State University,https://openalex.org/I87216513,,,,,,,,,Michigan State University,https://openalex.org/I87216513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wolfgang Lehrach,A5053090974,3,,,Google (United Kingdom),https://openalex.org/I4210113297,,,,,,,,,,,,,,,Union University,https://openalex.org/I155673605,,,,,,,,,,,,,,,University of Edinburgh,https://openalex.org/I98677209,,,University of Edinburgh,https://openalex.org/I98677209,University of Edinburgh,https://openalex.org/I98677209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xiaoqi Ren,A5094302697,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yangsibo Huang,A5082426637,3,,,Google (United States),https://openalex.org/I1291425158,Princeton University,https://openalex.org/I20089843,Princeton University,https://openalex.org/I20089843,Princeton University,https://openalex.org/I20089843,Princeton University,https://openalex.org/I20089843,Princeton University,https://openalex.org/I20089843,"University of California, Los Angeles",https://openalex.org/I161318765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ye Xia,A5056476802,2,,,Huazhong University of Science and Technology,https://openalex.org/I47720641,Henan Agricultural University,https://openalex.org/I4750791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yejin Choi,A5109705925,2,,,Stanford University,https://openalex.org/I97018004,Korea Institute of Industrial Technology,https://openalex.org/I89004649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yi-Chang Chen,A5101438453,8,,,Tajen University,https://openalex.org/I32303042,Wuhan Institute of Technology,https://openalex.org/I91125648,Wuhan Institute of Technology,https://openalex.org/I91125648,Wuhan Institute of Technology,https://openalex.org/I91125648,Wuhan Institute of Technology,https://openalex.org/I91125648,Fuzhou University,https://openalex.org/I80947539,,,Kun Shan University,https://openalex.org/I190409851,Kun Shan University,https://openalex.org/I190409851,Sun Yat-sen University,https://openalex.org/I157773358,National Taiwan University,https://openalex.org/I16733864,,,Yuan Ze University,https://openalex.org/I99908691,Yuan Ze University,https://openalex.org/I99908691,Yuan Ze University,https://openalex.org/I99908691,National Tsing Hua University,https://openalex.org/I25846049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yichang Chen,A5066724519,3,,,,,First Hospital of Jilin University,https://openalex.org/I4210125137,,,,,Chenguang Research Institute of Chemical Industry,https://openalex.org/I4210121946,,,,,,,,,,,,,,,,,,,,,,,Chenguang Research Institute of Chemical Industry,https://openalex.org/I4210121946,Chenguang Research Institute of Chemical Industry,https://openalex.org/I4210121946,National Chin-Yi University of Technology,https://openalex.org/I65446980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yifeng Lu,A5069653714,8,,,Guangxi Center for Disease Prevention and Control,https://openalex.org/I4210143324,Tongji University,https://openalex.org/I116953780,Google (United States),https://openalex.org/I1291425158,Chongqing University of Technology,https://openalex.org/I50632499,Ludwig-Maximilians-Universität München,https://openalex.org/I8204097,Ludwig-Maximilians-Universität München,https://openalex.org/I8204097,Ludwig-Maximilians-Universität München,https://openalex.org/I8204097,Ludwig-Maximilians-Universität München,https://openalex.org/I8204097,Ludwig-Maximilians-Universität München,https://openalex.org/I8204097,RWTH Aachen University,https://openalex.org/I887968799,,,,,,,,,,,,,Wuhan Institute of Technology,https://openalex.org/I91125648,,,,,,,University of Queensland,https://openalex.org/I165143802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yi‐Ting Chen,A5100348259,10,,,Guangxi Veterinary Research Institute,https://openalex.org/I4210136411,Montpellier Business School,https://openalex.org/I4210131537,Montpellier Business School,https://openalex.org/I4210131537,Montpellier Business School,https://openalex.org/I4210131537,Montpellier Business School,https://openalex.org/I4210131537,Honda (United States),https://openalex.org/I4210145184,Cardiovascular Center Frankfurt,https://openalex.org/I4210126694,Honda (United States),https://openalex.org/I4210145184,University of Houston,https://openalex.org/I44461941,"Institute of Economics, Academia Sinica",https://openalex.org/I51434173,"Institute of Economics, Academia Sinica",https://openalex.org/I51434173,National Kaohsiung University of Applied Sciences,https://openalex.org/I89178830,Purdue University West Lafayette,https://openalex.org/I219193219,National Kaohsiung University of Applied Sciences,https://openalex.org/I89178830,National Kaohsiung University of Applied Sciences,https://openalex.org/I89178830,,,National Kaohsiung University of Applied Sciences,https://openalex.org/I89178830,Academia Sinica,https://openalex.org/I84653119,,,National Taiwan Normal University,https://openalex.org/I134161618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yun-Hsuan Sung,A5113807382,2,,,,,,,Google (United States),https://openalex.org/I1291425158,Google (United States),https://openalex.org/I1291425158,Google (United States),https://openalex.org/I1291425158,Google (United States),https://openalex.org/I1291425158,Google (United States),https://openalex.org/I1291425158,Google (United States),https://openalex.org/I1291425158,,,,,,,,,Google (United States),https://openalex.org/I1291425158,Google (United States),https://openalex.org/I1291425158,Google (United States),https://openalex.org/I1291425158,,,Stanford University,https://openalex.org/I97018004,Stanford University,https://openalex.org/I97018004,Stanford University,https://openalex.org/I97018004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zach Gleicher,A5093547791,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhe Dong,A5101842429,5,,,,,Baidu (China),https://openalex.org/I98301712,Zhejiang University,https://openalex.org/I76130692,Google (Switzerland),https://openalex.org/I4210100430,Guangxi University,https://openalex.org/I150807315,Zhejiang University,https://openalex.org/I76130692,,,,,The Ohio State University,https://openalex.org/I52357470,,,Zhejiang University,https://openalex.org/I76130692,Zhejiang University,https://openalex.org/I76130692,,,Zhejiang University,https://openalex.org/I76130692,,,Zhejiang University,https://openalex.org/I76130692,Zhejiang University,https://openalex.org/I76130692,,,Zhejiang University,https://openalex.org/I76130692,,,,,Zhejiang University,https://openalex.org/I76130692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhe Li,A5100356685,17,Lanzhou University,https://openalex.org/I76214153,Beijing International Studies University,https://openalex.org/I71459812,University of South China,https://openalex.org/I91935597,University of South China,https://openalex.org/I91935597,Academia Sinica,https://openalex.org/I84653119,First Affiliated Hospital of Zhengzhou University,https://openalex.org/I4210156804,Shenzhen Second People's Hospital,https://openalex.org/I4210164332,China Medical University,https://openalex.org/I91656880,Lanzhou University,https://openalex.org/I76214153,Johns Hopkins Medicine,https://openalex.org/I2799853436,Johns Hopkins Medicine,https://openalex.org/I2799853436,UNC Lineberger Comprehensive Cancer Center,https://openalex.org/I4390039329,China Agricultural University,https://openalex.org/I52158045,China Agricultural University,https://openalex.org/I52158045,University of Missouri,https://openalex.org/I76835614,University of Oklahoma Health Sciences Center,https://openalex.org/I49332381,,,Concord Repatriation General Hospital,https://openalex.org/I2800249840,,,Second Hospital of Hebei Medical University,https://openalex.org/I4210099373,,,,,Dartmouth College,https://openalex.org/I107672454,Dartmouth College,https://openalex.org/I107672454,,,,,,,,,,,,,,,,,"University of California, San Francisco",https://openalex.org/I180670191,Sydney Children's Hospital,https://openalex.org/I4210125633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhongli Ding,A5101154677,2,,,,,Institute of Geology and Geophysics,https://openalex.org/I4210126061,Institute of Geology and Geophysics,https://openalex.org/I4210126061,Institute of Geology and Geophysics,https://openalex.org/I4210126061,Chinese Academy of Sciences,https://openalex.org/I19820366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
danah boyd,A5009029178,7,,,Microsoft Research New England (United States),https://openalex.org/I4400600948,Georgetown University,https://openalex.org/I184565670,Microsoft Research New England (United States),https://openalex.org/I4400600948,Microsoft Research New England (United States),https://openalex.org/I4400600948,Microsoft Research (United Kingdom),https://openalex.org/I4210164937,Microsoft Research New York City (United States),https://openalex.org/I4401726785,Microsoft Research (United Kingdom),https://openalex.org/I4210164937,Microsoft Research New York City (United States),https://openalex.org/I4401726785,Microsoft Research New York City (United States),https://openalex.org/I4401726785,Microsoft Research New York City (United States),https://openalex.org/I4401726785,Microsoft Research New York City (United States),https://openalex.org/I4401726785,New York University,https://openalex.org/I57206974,New York University,https://openalex.org/I57206974,New York University,https://openalex.org/I57206974,Microsoft Research (United Kingdom),https://openalex.org/I4210164937,Microsoft Research New England (United States),https://openalex.org/I4400600948,Microsoft Research New England (United States),https://openalex.org/I4400600948,"University of California, Berkeley",https://openalex.org/I95457486,"University of California, Berkeley",https://openalex.org/I95457486,"University of California, Berkeley",https://openalex.org/I95457486,"University of California, Berkeley",https://openalex.org/I95457486,"University of California, Berkeley",https://openalex.org/I95457486,"University of California, Berkeley",https://openalex.org/I95457486,,,Massachusetts Institute of Technology,https://openalex.org/I63966007,Massachusetts Institute of Technology,https://openalex.org/I63966007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
